  4,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
 21,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  4,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  4,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
 11,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  1,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  4,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  3,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  6,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  3,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
 20,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  4,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  1,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  6,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  5,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
 10,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  5,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  6,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  3,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  3,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  8,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  1,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  1,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  4,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  4,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  1,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  1,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  1,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  3,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  1,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  3,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  1,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
 33,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  1,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  3,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  1,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  3,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
 12,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  3,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  1,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  1,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  3,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  4,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  4,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  1,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  6,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  3,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
 14,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  4,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  3,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  1,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  3,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  1,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  1,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  4,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  1,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  3,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  3,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  3,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  1,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
 13,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  8,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  1,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  5,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
 44,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  9,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
 18,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  4,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  3,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  4,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  5,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  3,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  4,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  3,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  1,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  7,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  6,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  4,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  4,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  1,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  1,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  3,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  4,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
121,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  1,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  1,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  4,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  3,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  6,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  5,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  3,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  4,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  1,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  3,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  4,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  4,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  3,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  3,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  1,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  1,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
 26,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  1,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
  5,./gp_onDaughterCell-V10,177,519,1179,0.9,-0.01,11,6,10,6,8,4948,1,2,7,6,15,8,2.3,964,9,21,231,compute-1-11,2X^3+3X^2+2X+5.dat
